Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
8735,80,RL,,11432.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,553.0,Unf,0,466.0,1083.0,GasA,TA,Y,SBrkr,1085.0,0.0,0,1085.0,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,568.0,TA,TA,Y,113.0,0.0,0,0,0,0,,,,0,5,2007,WD,Normal,146600.0
8736,50,RL,,13341.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1987,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1042.0,LwQ,202,0.0,1181.0,GasA,Gd,Y,SBrkr,1372.0,798.0,0,2170.0,0,0,2,1,4,1,Gd,9,Typ,0,,Attchd,1988.0,Unf,3,759.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,2,2006,WD,Normal,222100.0
8737,20,RL,73.0,11377.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,716.0,Unf,0,732.0,1474.0,GasA,Ex,Y,SBrkr,1665.0,0.0,0,1665.0,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,Fin,2,498.0,TA,TA,Y,113.0,69.0,0,0,0,0,,,,0,6,2009,WD,Normal,207600.0
8738,160,FV,24.0,2711.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,669.0,Unf,0,310.0,1048.0,GasA,Ex,Y,SBrkr,979.0,769.0,0,1748.0,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,Fin,2,511.0,TA,TA,Y,118.0,0.0,0,0,0,0,,,,0,8,2009,WD,Abnorml,168200.0
8739,80,RL,,8044.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,244.0,Unf,0,134.0,366.0,GasA,Ex,Y,SBrkr,785.0,685.0,0,1470.0,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2,400.0,TA,TA,Y,173.0,0.0,0,0,0,0,,,,0,4,2010,WD,Normal,183300.0
8740,60,RL,84.0,13698.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Gd,TA,Av,GLQ,688.0,Unf,0,517.0,1121.0,GasA,Ex,Y,SBrkr,1170.0,1119.0,0,2289.0,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,2000.0,RFn,3,840.0,TA,TA,Y,186.0,87.0,0,0,0,0,,,,0,12,2008,WD,Normal,254000.0
8741,60,RL,93.0,10973.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,318.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,865.0,928.0,GasA,Ex,Y,SBrkr,1007.0,814.0,0,1821.0,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,2000.0,Fin,2,460.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,5,2008,WD,Normal,203500.0
8742,20,RL,96.0,12707.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,426.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1362.0,Unf,0,583.0,1849.0,GasA,Ex,Y,SBrkr,1940.0,0.0,0,1940.0,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3,741.0,TA,TA,Y,0.0,67.0,0,304,0,0,,,,0,11,2008,New,Partial,393800.0
8743,20,RL,90.0,14507.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,480.0,BLQ,177,1543.0,2170.0,GasA,Gd,Y,SBrkr,2500.0,0.0,0,2500.0,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3,664.0,TA,TA,Y,84.0,78.0,0,0,0,0,,,,0,6,2009,WD,Normal,281800.0
8744,20,RL,89.0,13122.0,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1073.0,Unf,0,592.0,1718.0,GasA,Ex,Y,SBrkr,1574.0,0.0,0,1574.0,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2008.0,Fin,3,1029.0,TA,TA,Y,229.0,0.0,0,0,0,0,,,,0,9,2009,WD,Normal,321900.0
8745,50,RL,,13787.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0.0,Unf,0,761.0,647.0,GasA,Gd,Y,SBrkr,1376.0,455.0,0,1831.0,0,0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1920.0,Unf,1,365.0,TA,TA,Y,57.0,0.0,0,0,0,0,,,,0,6,2009,WD,Normal,107100.0
8746,20,RL,61.0,9132.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1976,2008,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,531.0,Rec,144,374.0,1013.0,GasA,TA,Y,SBrkr,964.0,0.0,0,964.0,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1977.0,Unf,2,442.0,TA,TA,Y,0.0,0.0,0,0,288,0,,,,0,9,2009,WD,Normal,149600.0
8747,20,RL,60.0,7788.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,577.0,Unf,0,386.0,996.0,GasA,Ex,Y,SBrkr,941.0,0.0,0,941.0,1,0,1,0,3,1,TA,5,Typ,0,,,,,0,0.0,,,Y,0.0,0.0,0,0,0,0,,,,0,8,2007,WD,Normal,119500.0
8748,85,RL,80.0,8792.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,745.0,Unf,0,173.0,1009.0,GasA,Ex,Y,SBrkr,972.0,0.0,0,972.0,1,0,1,0,3,1,Gd,6,Typ,0,,Attchd,1963.0,RFn,2,496.0,TA,TA,Y,126.0,0.0,0,0,0,0,,MnPrv,,0,5,2010,WD,Abnorml,132300.0
8749,50,RL,60.0,8117.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1950,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0,645.0,622.0,GasA,Ex,Y,SBrkr,641.0,249.0,0,890.0,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,521.0,TA,TA,Y,0.0,0.0,0,0,0,0,,MnPrv,Shed,2000,7,2007,WD,Normal,114100.0
8750,20,RL,57.0,6634.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1953,1953,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,199.0,ALQ,551,218.0,1023.0,GasA,Fa,Y,FuseA,1054.0,0.0,0,1054.0,0,1,1,0,2,1,TA,6,Typ,0,,Detchd,1952.0,Unf,1,301.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,9,2006,WD,Normal,116300.0
8751,80,RL,124.0,11650.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,707.0,Unf,0,303.0,1011.0,GasA,Gd,Y,SBrkr,1364.0,0.0,0,1364.0,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,325.0,TA,TA,Y,0.0,0.0,0,0,163,0,,GdPrv,,0,5,2008,WD,Normal,176900.0
8752,60,RL,75.0,10371.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,757.0,Unf,0,335.0,1137.0,GasA,Ex,Y,SBrkr,1078.0,843.0,0,1921.0,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,595.0,TA,TA,Y,0.0,206.0,0,0,0,0,,,,0,3,2008,WD,Normal,229400.0
8753,90,RL,64.0,6938.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1980,1980,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0.0,,0,0.0,0.0,GasA,TA,Y,SBrkr,1205.0,1112.0,0,2317.0,0,0,2,0,6,2,TA,12,Typ,0,,Detchd,1979.0,Unf,2,521.0,TA,TA,Y,145.0,0.0,0,0,0,0,,,,0,6,2009,WD,Alloca,147600.0
8754,50,RL,60.0,9866.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1948,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,677.0,715.0,GasA,TA,N,FuseA,738.0,493.0,0,1231.0,0,0,1,1,4,1,TA,6,Typ,0,,,,,0,0.0,,,Y,0.0,0.0,0,0,0,0,,,,0,12,2006,WD,Abnorml,136800.0
8755,20,RL,63.0,10827.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,223.0,Unf,0,687.0,972.0,GasA,TA,Y,SBrkr,977.0,0.0,0,977.0,0,0,1,0,3,1,TA,5,Typ,0,,,,,0,0.0,,,Y,0.0,28.0,0,0,0,0,,MnPrv,,0,9,2007,Oth,Abnorml,96300.0
8756,20,RL,65.0,7946.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1169.0,Unf,0,277.0,1418.0,GasA,Ex,Y,SBrkr,1701.0,0.0,0,1701.0,1,0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,1994.0,RFn,2,541.0,TA,TA,Y,212.0,41.0,0,0,0,0,,,,0,10,2008,WD,Normal,196600.0
8757,120,RM,,4101.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,666.0,Unf,0,146.0,857.0,GasA,Ex,Y,SBrkr,875.0,0.0,0,875.0,1,0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003.0,Fin,2,463.0,TA,TA,Y,156.0,0.0,0,0,0,0,,,,0,5,2009,WD,Normal,140700.0
8758,20,RL,65.0,24212.0,Pave,,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,'Wd Sdng','Wd Sdng',,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1251.0,Unf,0,114.0,1359.0,GasA,Ex,Y,SBrkr,1561.0,0.0,0,1561.0,2,0,1,0,1,1,Ex,5,Typ,2,Gd,Attchd,1968.0,Unf,1,466.0,TA,TA,Y,0.0,50.0,0,0,60,0,,,,0,6,2009,WD,Partial,146000.0
8759,20,RL,,7619.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1961,2001,Gable,CompShg,HdBoard,Plywood,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,569.0,Unf,0,392.0,1007.0,GasA,Gd,Y,SBrkr,974.0,0.0,0,974.0,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1963.0,Unf,1,253.0,TA,TA,Y,0.0,134.0,0,0,0,0,,,,0,3,2007,WD,Normal,125600.0
8760,60,RL,98.0,12898.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,Gd,TA,PConc,Gd,TA,No,GLQ,840.0,Unf,0,370.0,1252.0,GasA,Ex,Y,SBrkr,1233.0,1306.0,0,2539.0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,667.0,TA,TA,Y,255.0,0.0,0,0,0,0,,,,0,7,2009,WD,Normal,351300.0
8761,160,RL,36.0,2100.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,'Wd Shng',Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,549.0,Unf,0,195.0,702.0,GasA,Ex,Y,SBrkr,780.0,878.0,0,1658.0,0,0,2,0,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2,462.0,TA,TA,Y,0.0,29.0,0,0,0,0,,,,0,7,2009,WD,Normal,161300.0
8762,20,RL,50.0,8190.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1991,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1181.0,Unf,0,260.0,1366.0,GasA,TA,Y,SBrkr,1444.0,0.0,0,1444.0,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,487.0,Gd,Gd,Y,0.0,57.0,0,0,90,0,,,,0,7,2006,WD,Normal,196300.0
8763,30,RL,67.0,9751.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1909,1950,Gable,CompShg,MetalSd,'Wd Sdng',,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0,796.0,832.0,GasA,Gd,Y,FuseA,742.0,0.0,0,742.0,0,0,1,0,2,1,TA,4,Typ,0,,,,,0,0.0,,,P,325.0,0.0,164,0,0,0,,MnPrv,,0,5,2008,WD,Normal,80900.0
8764,20,RL,,10566.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1961,Hip,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,CBlock,TA,TA,No,Rec,941.0,Unf,0,139.0,1063.0,GasA,TA,Y,SBrkr,1071.0,0.0,0,1071.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1961.0,Unf,1,383.0,TA,TA,Y,0.0,324.0,0,0,0,0,,,,0,1,2006,COD,Normal,146200.0
8765,20,FV,60.0,7126.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2003,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,0,361.0,1177.0,GasA,Gd,Y,SBrkr,1343.0,0.0,0,1343.0,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,Fin,2,572.0,TA,TA,Y,0.0,116.0,0,0,0,0,,,,0,5,2006,New,Partial,199200.0
8766,190,RL,68.0,11272.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1951,1951,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1014.0,Unf,0,131.0,1126.0,GasW,TA,N,SBrkr,1200.0,0.0,0,1200.0,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1950.0,Unf,1,238.0,TA,TA,Y,0.0,46.0,0,0,0,0,,,,0,8,2008,ConLD,Normal,135600.0
8767,60,RL,80.0,10754.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,406.0,Unf,0,390.0,710.0,GasA,TA,Y,SBrkr,1116.0,811.0,0,1927.0,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,2,476.0,TA,TA,Y,0.0,72.0,0,0,0,0,,,,0,9,2008,WD,Normal,196400.0
8768,20,RL,72.0,9501.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1964,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,616.0,Unf,0,300.0,896.0,GasA,Ex,Y,SBrkr,937.0,0.0,0,937.0,1,0,1,0,2,1,Gd,5,Typ,0,,Detchd,1992.0,Unf,2,601.0,TA,TA,Y,0.0,254.0,0,0,0,0,,,,0,12,2008,WD,Normal,142600.0
8769,45,RM,51.0,6069.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1932,2001,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,842.0,794.0,GasA,Ex,Y,FuseA,931.0,0.0,0,931.0,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1991.0,Unf,2,610.0,TA,TA,Y,46.0,107.0,0,0,0,0,,GdPrv,,0,7,2007,WD,Normal,143500.0
8770,70,RL,80.0,17141.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1933,1950,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,510.0,Unf,0,446.0,949.0,GasA,TA,Y,SBrkr,1217.0,1084.0,0,2301.0,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2,340.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,7,2006,WD,Normal,235200.0
8771,30,RL,52.0,6034.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1927,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0,611.0,630.0,GasA,Gd,Y,SBrkr,689.0,0.0,0,689.0,0,0,1,0,1,1,TA,5,Typ,0,,Detchd,1953.0,Unf,2,553.0,TA,TA,Y,0.0,0.0,32,0,0,0,,,,0,6,2006,WD,Normal,79400.0
8772,80,RL,85.0,9193.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,264.0,ALQ,580,450.0,1269.0,GasA,Ex,Y,SBrkr,1296.0,0.0,0,1296.0,0,1,2,0,3,1,Gd,7,Min1,0,,Attchd,1964.0,RFn,1,330.0,TA,TA,Y,351.0,0.0,0,0,0,0,,MnPrv,,0,10,2007,CWD,Normal,158200.0
8773,50,RL,152.0,12065.0,Pave,,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,393.0,Unf,0,139.0,570.0,GasA,Gd,Y,SBrkr,1085.0,656.0,0,1741.0,0,0,2,0,4,1,TA,8,Typ,0,,Basment,1988.0,RFn,2,478.0,TA,TA,Y,320.0,12.0,0,0,0,0,,,,0,6,2010,WD,Normal,158900.0
8774,75,RL,,11881.0,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1919,1994,Gable,CompShg,'Wd Sdng','Wd Shng',,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,863.0,840.0,GasA,Gd,N,FuseA,1519.0,723.0,0,2242.0,0,0,2,0,5,1,Gd,10,Typ,0,,Detchd,1930.0,Unf,2,437.0,TA,TA,Y,0.0,62.0,268,0,0,0,,,,0,7,2009,WD,Normal,228300.0
8775,120,RH,34.0,3807.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,567.0,LwQ,139,0.0,690.0,GasA,Ex,Y,SBrkr,770.0,0.0,0,770.0,1,0,1,0,1,1,TA,4,Typ,0,,Attchd,1998.0,Fin,1,363.0,TA,TA,Y,116.0,41.0,0,0,0,0,,,,0,6,2007,WD,Normal,130800.0
8776,20,RL,67.0,15969.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1383.0,1513.0,GasA,Ex,Y,SBrkr,1431.0,0.0,0,1431.0,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2001.0,RFn,2,621.0,TA,TA,Y,0.0,35.0,0,0,0,0,,,,0,6,2009,WD,Normal,187400.0
8777,20,RL,,11456.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1961,Hip,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,CBlock,TA,TA,No,Rec,875.0,Unf,0,136.0,1093.0,GasA,TA,Y,SBrkr,1052.0,0.0,0,1052.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1961.0,Unf,1,357.0,TA,TA,Y,0.0,320.0,0,0,0,0,,,,0,1,2006,COD,Normal,129000.0
8778,60,RL,90.0,12307.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,ALQ,410.0,Unf,0,298.0,669.0,GasA,Gd,Y,SBrkr,716.0,749.0,0,1465.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1968.0,RFn,2,821.0,TA,TA,Y,0.0,157.0,0,0,119,0,,,,0,5,2006,WD,Normal,185300.0
8779,50,RL,56.0,14293.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,794.0,Unf,0,1179.0,2079.0,GasA,Ex,Y,SBrkr,2043.0,1254.0,0,3297.0,1,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3,588.0,TA,TA,Y,303.0,91.0,0,0,0,0,,,,0,3,2010,WD,Normal,437900.0
8780,50,RM,100.0,12655.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0,931.0,867.0,GasA,Gd,Y,SBrkr,858.0,506.0,0,1364.0,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,716.0,TA,TA,Y,419.0,0.0,194,0,0,0,,,,0,6,2008,WD,Normal,141400.0
8781,50,RM,60.0,10066.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1928,1994,Gambrel,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0,728.0,720.0,GasA,Gd,Y,SBrkr,836.0,627.0,0,1463.0,0,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1925.0,Unf,1,247.0,TA,Fa,P,0.0,0.0,84,0,0,0,,GdWo,,0,7,2007,WD,Normal,129300.0
8782,70,RM,59.0,10927.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,465.0,Unf,0,208.0,627.0,GasA,Gd,Y,FuseA,682.0,696.0,0,1378.0,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1964.0,Unf,1,454.0,TA,Fa,Y,0.0,126.0,218,0,0,0,,,,0,7,2009,WD,Normal,145000.0
